
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 194.29
131072                 99.76
262144                204.11
524288                562.16
1048576              2230.74
2097152              6961.25
4194304             13112.69
8388608             23595.94
16777216            47608.76
33554432            94853.68
67108864           189752.29
134217728          404760.20
268435456          813300.42
