
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  57.22
131072                149.99
262144                184.14
524288                555.92
1048576              2237.96
2097152              6013.72
4194304             13097.90
8388608             23514.86
16777216            48202.69
33554432            94842.12
67108864           190096.12
134217728          406020.55
268435456          814659.29
