
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  33.00
131072                 68.62
262144                146.61
524288                390.24
1048576              2019.20
2097152              5902.58
4194304             12273.15
8388608             22327.95
16777216            45862.68
33554432            92148.81
67108864           183444.18
134217728          386164.33
268435456          774737.05
