
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  37.72
131072                 61.50
262144                135.88
524288                297.43
1048576              1811.44
2097152              6977.29
4194304             14014.61
8388608             23207.59
16777216            48042.23
33554432            96671.91
67108864           195266.39
134217728          411947.83
268435456          823438.33
