
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  47.27
131072                132.15
262144                203.17
524288                563.88
1048576              2427.64
2097152              6378.78
4194304             13204.85
8388608             24080.52
16777216            48022.91
33554432            95493.75
67108864           190494.91
134217728          398912.83
268435456          802731.97
