
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  65.27
131072                151.36
262144                114.21
524288                332.38
1048576              2060.42
2097152              6120.75
4194304             12829.54
8388608             23747.63
16777216            47136.83
33554432            94469.43
67108864           188708.27
134217728          400555.78
268435456          794619.05
