
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  33.74
131072                 69.52
262144                143.85
524288                415.38
1048576              1979.95
2097152              6282.88
4194304             13037.88
8388608             23846.59
16777216            48604.60
33554432            97894.38
67108864           195641.66
134217728          407130.84
268435456          824565.16
