
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  82.83
131072                147.26
262144                273.05
524288                377.09
1048576              2242.75
2097152              5940.99
4194304             12338.10
8388608             22064.58
16777216            45393.09
33554432            91304.27
67108864           182280.26
134217728          386149.63
268435456          774083.08
