
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  51.74
131072                 97.72
262144                221.64
524288                558.32
1048576              2389.62
2097152              6174.23
4194304             13208.32
8388608             23693.89
16777216            47921.00
33554432            96381.54
67108864           189840.49
134217728          401055.98
268435456          814350.15
