
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 116.63
131072                233.14
262144                496.40
524288               1034.18
1048576              2063.40
2097152              4203.53
4194304              8436.87
8388608             20210.50
16777216            59729.51
33554432           121203.11
67108864           242714.74
134217728          484234.11
268435456          968032.50
