
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 122.44
131072                235.00
262144                568.49
524288               1286.07
1048576              2147.53
2097152              3560.08
4194304              7060.78
8388608             14006.77
16777216            29395.27
33554432            56030.78
67108864           113420.39
134217728          225966.68
268435456          455814.72
