
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 144.62
131072                284.17
262144                688.52
524288               1266.99
1048576              2268.83
2097152              4449.50
4194304              8860.49
8388608             17606.36
16777216            35314.29
33554432            89490.08
67108864           143605.92
134217728          287309.36
268435456          576085.39
