
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 122.20
131072                237.28
262144                546.66
524288               1286.18
1048576              2193.30
2097152              3617.41
4194304              7068.47
8388608             14052.83
16777216            28084.59
33554432            57343.08
67108864           113348.80
134217728          226466.65
268435456          454355.93
