
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.40
131072                117.21
262144                280.78
524288                694.43
1048576              1329.74
2097152              2336.04
4194304              4598.26
8388608              9120.01
16777216            24375.19
33554432            57266.90
67108864           111994.47
134217728          225749.09
268435456          453429.83
