
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.22
131072                119.86
262144                223.14
524288                591.80
1048576              1178.51
2097152              3524.57
4194304              7024.34
8388608             13970.01
16777216            27969.11
33554432            57280.66
67108864           111863.45
134217728          226354.32
268435456          456103.64
