
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 123.74
131072                237.62
262144                563.39
524288               1312.18
1048576              1816.84
2097152              3520.18
4194304              8286.52
8388608             13960.12
16777216            27902.03
33554432            55826.59
67108864           115121.97
134217728          228155.46
268435456          452281.11
