
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.07
131072                121.56
262144                301.84
524288                796.87
1048576              1104.50
2097152              2280.44
4194304              4630.60
8388608              9185.67
16777216            23068.18
33554432            57210.58
67108864           112152.69
134217728          228583.24
268435456          454863.89
