
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  60.97
131072                120.25
262144                274.82
524288                699.60
1048576              1160.76
2097152              2389.63
4194304              4685.22
8388608              9284.21
16777216            18357.34
33554432            58513.05
67108864           116789.93
134217728          231667.91
268435456          466647.06
