
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.45
131072                119.10
262144                289.11
524288                558.10
1048576              1148.06
2097152              2299.32
4194304              4626.75
8388608              9189.06
16777216            18150.10
33554432            56905.61
67108864           115092.42
134217728          231837.60
268435456          466840.26
