
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 235.04
131072                462.75
262144                884.03
524288               2005.39
1048576              3790.38
2097152              7455.62
4194304             14949.64
8388608             29775.95
16777216            61454.58
33554432           120820.48
67108864           242709.44
134217728          482888.50
268435456          968939.93
