
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.25
131072                117.09
262144                283.82
524288                705.56
1048576              1156.47
2097152              2294.40
4194304              4601.05
8388608              9088.11
16777216            18092.16
33554432            55792.57
67108864           113079.30
134217728          227841.40
268435456          454091.72
