
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 124.23
131072                246.26
262144                563.36
524288               1372.28
1048576              1823.25
2097152              3544.73
4194304              6998.29
8388608             13923.13
16777216            27897.40
33554432            55838.39
67108864           112932.89
134217728          225279.82
268435456          453745.74
