
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  61.24
131072                120.32
262144                291.02
524288                731.49
1048576              1147.00
2097152              2359.87
4194304              4747.35
8388608              9265.00
16777216            18944.00
33554432            56970.39
67108864           118009.32
134217728          231524.00
268435456          463338.60
