
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 123.48
131072                245.38
262144                575.23
524288               1059.87
1048576              1870.51
2097152              3618.47
4194304              7172.03
8388608             14341.37
16777216            28685.68
33554432            58714.01
67108864           115765.05
134217728          231787.45
268435456          463755.40
