
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                  60.92
131072                117.36
262144                285.26
524288                685.92
1048576              1290.31
2097152              2263.23
4194304              4535.82
8388608              9011.32
16777216            18615.96
33554432            55834.66
67108864           113422.06
134217728          226473.97
268435456          454436.72
