
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 123.14
131072                239.99
262144                540.47
524288               1022.38
1048576              1899.63
2097152              3720.24
4194304              8416.21
8388608             14281.14
16777216            28065.32
33554432            55952.78
67108864           113315.03
134217728          228598.31
268435456          457684.30
