
# OSU MPI Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
 yhccl_contexts::init
65536                 123.33
131072                236.45
262144                531.39
524288               1307.09
1048576              2252.77
2097152              4458.97
4194304              7359.36
8388608             14605.90
16777216            29313.10
33554432            60037.17
67108864           119092.58
134217728          236003.71
268435456          476626.74
